pais,fecha,anio,fuente,tipo,evento,detalle,causa,ref,url,texto,dup_cross
El Salvador,2024-09-17,2024,OEA Art.27,régimen de excepción,declaración/prórroga,Decreto Legislativo No.333,seguridad/crimen,MPOEA - OEA-151/2024,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_151-2024.pdf,"MISIÓN PERMANENTE DE EL SALVADOR ANTE LA ORGANIZACIÓN DE LOS ESTADOS AMERICANOS MPOEA-OEA-151/2024 La Misión Permanente de El Salvador ante la Organización de los Estados Americanos (OEA), saluda muy atentamente a la Secretaría General de la OEA, Departamento de Derecho Internacional, en ocasión de hacer referencia a la comunicación MPOEA-0EA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Legislativa de la República de El Salvador emitió el Decreto Legislativo No.333 “Régimen de Excepción”, publicado en el Diario Oficial No. 62, Tomo No. 434, de esa misma fecha. y La Misión Permanente de El Salvador, tiene a bien notificar para los efectos correspondientes, el Decreto Legislativo No. 87 de la Asamblea Legislativa de la República de El Salvador, de fecha 3 de septiembre de 2024, publicado en el Diario Oficial No. 166, Tomo No. 444, de la misma fecha, mes y año, mediante el cual se estableció prórroga del Régimen de Excepción, para la continuidad del restablecimiento del orden, la seguridad ciudadana y el control territorial. La Misión Permanente de El Salvador ante la OEA, aprovecha la oportunidad para renovar a la Secretaría General de la OEA, Departamento de Derecho Internacional, las muestras de su más alta consideración y estima. Washington, DC, 16 de septiembre del 2024. ALA SECRETARÍA GENERAL DEPARTAMENTO DE DERECHO INTERNACIONAL ORGANIZACIÓN DE LOS ESTADOS AMERICANOS WASHINGTON DC. 2308 California St. N.W., Washington, D.C., 20008 Te",
Ecuador,2024-09-18,2024,ONU Art.4,estado de emergencia,declaración,C.N.359.2024,,C.N.359.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.359.2024-Eng.pdf,"The Secretary-General received from the Government of Ecuador a notification dated 18 September 2024, made under article 4 (3) of the above Covenant, regarding the issuance and entry into force of Executive Decree No. 392 of 17 September 2024 suspending the right to liberty of movement from 10:00 p.m. on 18 September 2024 until 6:00 a.m. on 19 September 2024 in all cantons and parishes of the Provinces of Guayas, Los Ríos, Manabí, Orellana, Santa Elena, El Oro and in the Camilo Ponce Enríquez Canton of Azuay Province. (See depositary notification C.N.359.2024 .TREATIES-IV.4 of 23 September 2024 for the text of the notification.)",
Perú,2024-09-19,2024,ONU Art.4,estado de emergencia,extensión,C.N.357.2024,,C.N.357.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.357.2024-Eng.pdf,"The Secretary-General received from the Government of Peru a notification dated 19 September 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 018-2024-PCM in the province of Pataz of the department of La Libertad, for a period of thirty (30) calendar days starting on 11 September 2024 through Supreme Decree No. 091-2024-PCM. (See C.N.357.2024 .TREATIES-IV.4 of 20 September 2024 for the text of the notification.)",1
Perú,2024-09-19,2024,ONU Art.4,estado de emergencia,extensión,C.N.356.2024,,C.N.356.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.356.2024-Eng.pdf,"The Secretary-General received from the Government of Peru a notification dated 19 September 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 070-2024-PCM in the province of Virú of the department of La Libertad, for a period of thirty (30) calendar days starting on 11 September 2024 through Supreme Decree No. 092-2024-PCM. (See C.N.356.2024 .TREATIES-IV.4 of 20 September 2024 for the text of the notification.)",1
Perú,2024-09-19,2024,ONU Art.4,estado de emergencia,extensión,C.N.355.2024,,C.N.355.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.355.2024-Eng.pdf,"The Secretary-General received from the Government of Peru a notification dated 17 September 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 019-2024-PCM in the province of Trujillo of the department of La Libertad, for a period of thirty (30) calendar days starting on 11 September 2024 through Supreme Decree No. 093-2024-PCM. (See C.N.355.2024 .TREATIES-IV.4 of 20 September 2024 for the text of the notification.)",1
Perú,2024-09-30,2024,OEA Art.27,estado de emergencia,declaración/prórroga,Decreto Supremo N* 019-2024,seguridad/crimen,7-5-M/183 con su respectivo anexo,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-219-2024.pdf,"Pai DEL Per REPRESENTACIÓN PERMANENTE DEL PERÚ ANTE LA ORGANIZACIÓN DE LOS ESTADOS AMERICANOS Nota No. 7-5-M/219 La Representación Permanente del Perú ante la Organización de los Estados Americanos saluda muy atentamente a la Honorable Secretaría de Asuntos Jurídicos- Departamento de Derecho Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que mediante Decreto Supremo N” 120-2024-PCM, publicado el 08 de noviembre de 2024, se prorroga por el término de treinta (30) días calendario, a partir del 10 de octubre de 2024, el Estado de Emergencia declarado en declarado en la provincia de Trujillo del departamento de La Libertad. La Policía Nacional del Perú mantiene el control del orden interno, con acciones de apoyo de las Fuerzas Armadas. En ese sentido, en atención a la persistente criminalidad en la provincia de Trujillo, que se manifiesta en diversas modalidades siendo los delitos con mayor incidencia el hurto, robo, extorsión, entre otros, y la tendencia al incremento en la comisión de delitos contra el patrimonio que afecta el orden interno. En tal sentido, se restringe el ejercicio de los derechos constitucionales relativos a la inviolabilidad del domicilio, libertad de tránsito por el territorio nacional, libertad de reunión y libertad y seguridad personales, comprendidos en los numerales 9), 11), 12) y 24) literal f) del artículo 2 de la Constitución Política del Perú. ",1
Perú,2024-10-02,2024,OEA Art.27,estado de emergencia,declaración/prórroga,Decreto Supremo N* 121-2024,seguridad/crimen,7-5-M/185 con su respectivo anexo,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-218-2024.pdf,"gan DEL, Per REPRESENTACIÓN PERMANENTE DEL PERÚ: ANTE LA ORGANIZACIÓN DE LOS ESTADOS AMERICANOS Nota No. 7-5-M/218 La Representación Permanente del Perú ante la Organización de los Estados Americanos saluda muy atentamente a la Honorable Secretaría de Asuntos Jurídicos- Departamento de Derecho Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que mediante Decreto Supremo N* 121-2024-PCM, publicado el 08 de noviembre de 2024, se prorroga por el término de treinta (30) días calendario, a partir del 10 de octubre de 2024, el Estado de Emergencia declarado en declarado en la provincia de Virú del departamento de La Libertad. La Policía Nacional del Perú mantiene el control del orden interno, con acciones de apoyo de las Fuerzas Armadas. En ese sentido, esta medida se adopta debido a la tendencia al incremento de la comisión de delitos como la extorsión, homicidio y otros, lo cual viene afectando la seguridad ciudadana y alterando el orden interno, así como el desarrollo económico y social de la población en la provincia de Virú, departamento de La Libertad. En este contexto, se restringe el ejercicio de los derechos constitucionales relativos a la inviolabilidad del domicilio, libertad de tránsito por el territorio nacional, libertad de reunión y libertad y seguridad personales, comprendidos en los numerales 9), 11), 12) y 24) literal f) del artículo 2 de la Constitución Políti",1
Ecuador,2024-10-03,2024,OEA Art.27,estado de excepción,declaración/prórroga,Decreto Ejecutivo N* 410,desastre/salud; seguridad/crimen; orden público,4-2-194/2024,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-194-2024.pdf,"República del Ecuador Misión Permanente ante la OEA Nota N* 4-2-194/2024 La Misión Permanente del Ecuador ante la Organización de Estados Americanos (OEA) saluda a la Secretaría General de la OEA, Departamento de Derecho Internacional, y en cumplimiento con lo establecido en el artículo 27, Inciso 3, de la Convención Americana de Derechos Humanos, informa que el Gobierno del Ecuador, mediante Decreto Ejecutivo N* 410, de 3 de octubre de 2024, declara el estado de excepción en las Provincias de Guayas, Los Ríos, Manabí, Orellana, Santa Elena, El Oro, el Distrito Metropolitano de Quito de la provincia de Pichincha y el cantón Camilo Ponce Enríquez de la provincia de Azuay, por grave conmoción interna y conflicto armado interno, este último contemplado en el Decreto Ejecutivo No. 218 de 07 de abril de 2024, El mencionado Decreto Ejecutivo N” 410, cuya copia se anexa, determina que la declaratoria de estado de excepción tendrá vigencia de sesenta días y detalla las disposiciones de la Convención cuya aplicación se suspende y los motivos que suscitaron tal suspensión. La Misión Permanente del Ecuador ante la Organización de Estados Americanos (OEA) reitera a la Secretaría General de la OEA, Departamento de Derecho Internacional, las seguridades de su distinguida consideración. * Washington D.C. 3 de octubre de 2024 Anexo.- Ala Secretaría General de la Organización de Estados Americanos (OEA) Departamento de Derecho Internacional Washington D.C No. 410 DANIEL NOBOA AZÍN PRESIDENTE ",1
Ecuador,2024-10-03,2024,ONU Art.4,estado de emergencia,declaración,C.N.425.2024,,C.N.425.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.425.2024-Eng.pdf,"The Secretary-General received from the Government of Ecuador a notification dated 3 October 2024, made under article 4 (3) of the above Covenant, regarding the issuance and entry into force of Executive Decree No. 410 of 3 October 2024 declaring a state of emergency in the Provinces of Guayas, Los Ríos, Manabí, Orellana, Santa Elena and El Oro, as well as in the Metropolitan District of Quito in Pichincha Province and Camilo Ponce Enríquez Canton in Azuay Province, for a period of 60 days beginning on 3 October 2024. (See depositary notification C.N.425.2024 .TREATIES-IV.4 of 9 October 2024 for the text of the notification.)",1
Perú,2024-10-04,2024,OEA Art.27,estado de emergencia,declaración/prórroga,Decreto Supremo N* 122-2024,seguridad/crimen,7-5-M/190 con su respectivo anexo,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-217-2024.pdf,"SIA, y REPRESENTACIÓN PERMANENTE DEL PERÚ ANTE LA ORGANIZACIÓN DE LOS ESTADOS AMERICANOS Nota No. 7-5-M/217 La Representación Permanente del Perú ante la Organización de los Estados Americanos saluda muy atentamente a la Honorable Secretaría de Asuntos Jurídicos- Departamento de Derecho Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que mediante Decreto Supremo N* 122-2024-PCM, publicado el 08 de noviembre de 2024, se prorroga por el término de treinta (30) días calendario, a partir del 10 de noviembre de 2024, el Estado de Emergencia declarado en declarado en la provincia de Pataz del departamento de La Libertad. La Policía Nacional del Perú mantiene el control del orden interno, con acciones de apoyo de las Fuerzas Armadas. En ese sentido, esta medida se adopta debido a la persistente afectación al orden interno ocasionada por la problemática de la minería ilegal, el crimen organizado y delitos conexos en la provincia de Pataz. En este contexto, se restringe el ejercicio de los derechos constitucionales relativos a la inviolabilidad del domicilio, libertad de tránsito por el territorio nacional, libertad de reunión y libertad y seguridad personales, comprendidos en los numerales 9), 11), 12) y 24) literal f) del artículo 2 de la Constitución Política del Perú. La Representación Permanente del Perú ante la Organización de los Estados Americanos se vale de la oportunidad",1
Perú,2024-10-07,2024,ONU Art.4,estado de emergencia,extensión,C.N.429.2024,,C.N.429.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.429.2024-Eng.pdf,"The Secretary-General received from the Government of Peru a notification dated 4 October 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 046-2023-PCM in the districts of Tambopata, Inambari, Las Piedras and Laberinto in the province of Tambopata; and in the districts of Madre de Dios and Huepetuhe in the province of Manu in the department of Madre de Dios, for a period of sixty (60) calendar days starting on 28 September 2024 through Supreme Decree No. 101-2024-PCM. (See C.N.429.2024 .TREATIES-IV.4 of 9 October 2024 for the text of the notification.)",1
Perú,2024-10-07,2024,ONU Art.4,estado de emergencia,extensión,C.N.430.2024,,C.N.430.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.430.2024-Eng.pdf,"The Secretary-General received from the Government of Peru a notification dated 4 October 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 008-2023-PCM in Corredor Vial Sur Apurímac-Cusco-Arequipa (Apurímac-Cusco-Arequipa Southern Road Corridor), for a period of thirty (30) calendar days starting on 2 October 2024 through Supreme Decree No. 103-2024-PCM. (See C.N.430.2024 .TREATIES-IV.4 of 9 October 2024 for the text of the notification.)",1
Perú,2024-10-07,2024,ONU Art.4,estado de emergencia,declaración,C.N.433.2024,,C.N.433.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.433.2024-Eng.pdf,"The Secretary-General received from the Government of Peru a notification dated 4 October 2024, made under article 4 (3) of the above Covenant, regarding the declaration of a state of emergency, for a period of sixty (60) days, from 28 September 2024 in the Districts of Ate, Ancón, Carabayllo, Comas, Independencia, Los Olivos, Lurigancho-Chosica, Puente Piedra, Rímac, San Martin de Porres, San Juan de Lurigancho, Santa Rosa and Villa El Salvador in the Province of Lima in the Department of Lima, as well as in the District of Ventanilla in the Constitutional Province of Callao by Supreme Decree No. 100-2024-PCM. (See C.N.433.2024 .TREATIES-IV.4 of 14 October 2024 for the text of the notification.)",1
Perú,2024-10-07,2024,ONU Art.4,estado de emergencia,extensión,C.N.434.2024,,C.N.434.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.434.2024-Eng.pdf,"The Secretary-General received from the Government of Peru a notification dated 4 October 2024, made under article 4 (3) of the above Covenant, regarding the declaration of a state of emergency, for a period of 60 calendar days, from 3 October to 1 December 2024, in the population centres of Yanamonte and Carhuahuran in the District of Uchuraccay, Province of Huanta, Department of Ayacucho; and in the population centre of Cochabamba Grande in the District of Cochabamba Grande, Province of Tayacaja, Department of Huancavelica. In addition, the state of emergency was extended for the same period in the following districts and population centres by Supreme Decree No. 104-2024-PCM. (See C.N.434.2024 .TREATIES-IV.4 of 14 October 2024 for the text of the notification.)",1
Perú,2024-10-11,2024,OEA Art.27,estado de emergencia,declaración/prórroga,Decreto Supremo N* 126-2024,seguridad/crimen,7-5-M/193,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-222-2024.pdf,"SBLICA DEL, Sy $ REPRESENTACIÓN PERMANENTE DEL PERÚ: ANTE LA ORGANIZACIÓN DE LOS ESTADOS AMERICANOS Nota No. 7-5-M/222 La Representación Permanente del Perú ante la Organización de los Estados Americanos saluda muy atentamente a la Honorable Secretaría de Asuntos Jurídicos- Departamento de Derecho Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que mediante Decreto Supremo N* 126-2024-PCM, publicado el 22 de noviembre de 2024, se prorroga por el término de sesenta (60) días calendario, a partir del 27 de noviembre de 2024, el Estado de Emergencia declarado en los distritos de Tambopata, Inambari, Las Piedras y Laberinto de la provincia de Tambopata y en los distritos de Madre de Dios y Huepetuhe de la provincia de Manu del departamento de Madre de Dios. La Policía Nacional del Perú mantiene el control del orden interno, con acciones de apoyo de las Fuerzas Armadas. En ese sentido, con el objeto de continuar ejecutando operaciones policiales dirigidas a combatir y neutralizar la tala y minería ilegal, así como los delitos conexos (tráfico ilícito de drogas, contrabando, trata de personas con fines de explotación sexual y/o laboral, entre otros, perpetrados por delincuencia común y crimen organizado), que perturban el orden interno, se restringe el ejercicio de los derechos constitucionales relativos a la inviolabilidad del domicilio, libertad de tránsito por el territorio ",1
El Salvador,2024-10-21,2024,OEA Art.27,régimen de excepción,declaración/prórroga,Decreto Legislativo No.333,seguridad/crimen,MPOEA - OEA-166/2024,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_166-2024.pdf,"MISIÓN PERMANENTE DE EL SALVADOR ANTE LA ORGANIZACIÓN DE LOS ESTADOS AMERICANOS MPOEA-OEA-166/2024 La Misión Permanente de El Salvador ante la Organización de los Estados Americanos (OEA), saluda muy atentamente a la Secretaría General de la OEA, Departamento de Derecho Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OFA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Legislativa de la República de El Salvador emitió el Decreto Legislativo No.333 “Régimen de Excepción”, publicado en el Diario Oficial No. 62, Tomo No. 434, de esa misma fecha. , La Misión Permanente de El Salvador, tiene a bien notificar para los efectos correspondientes, el Decreto Legislativo No. 116 de la Asamblea Legislativa de la República de El Salvador, de fecha 3 de octubre de 2024, publicado en el Diario Oficial No. 189, Tomo No. 445, de de fecha cuatro, del mismo mes y año, mediante el cual se estableció prórroga del Régimen de Excepción, para la continuidad del restablecimiento del orden, la seguridad ciudadana y el control territorial. La Misión Permanente de El Salvador ante la OEA, aprovecha la oportunidad para renovar a la Secretaría General de la OEA, Departamento de Derecho Internacional, las muestras de su más alta consideración y estima. Washington, DC, 21 de octubre del 2024. ALA SECRETARÍA GENERAL DEPARTAMENTO DE DERECHO INTERNACIONAL ORGANIZACIÓN DE LOS ESTADOS AMERICANOS WASHINGTON DC. 2308 California St. N.W., Washington, D.C., 20",
Perú,2024-10-25,2024,OEA Art.27,estado de emergencia,declaración/prórroga,Decreto Supremo N* 100-2024,seguridad/crimen,7-5-M/206 con su respectivo anexo,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-233-2024.pdf,"¡OBLICA DEL pg, to S O EY REPRESENTACIÓN PERMANENTE DEL PERÚ ANTELA ORGANIZACIÓN DE LOS ESTADOS AMERICANOS Nota No. 7-5-M/233 La Representación Permanente del Perú ante la Organización de los Estados Americanos saluda muy atentamente a la Honorable Secretaría de Asuntos Jurídicos- Departamento de Derecho Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que mediante Decreto Supremo N” 129-2024-PCM, publicado el 26 de noviembre de 2024, se prorroga por el término de cuarenta y cinco (45) días calendario, a partir del 27 de noviembre de 2024, el Estado de Emergencia declarado en los distritos de Ate, Ancón, Carabayllo, Comas, Independencia, Los Olivos, Lurigancho - Chosica, Puente Piedra, Rímac, San Martín de Porres, San Juan de Lurigancho, Santa Rosa y Villa El Salvador de la provincia de Lima del departamento de Lima y en el distrito de Ventanilla de la Provincia Constitucional del Callao. La Policía Nacional del Perú mantiene el control del orden interno, con acciones de apoyo de las Fuerzas Armadas. En ese sentido, esta medida se adopta ante la continuidad de la afectación al orden interno causada por el incremento del incremento de delitos de homicidio, extorsión, tráfico ilícito de drogas, entre otros, en los distritos mencionados. En este marco, se restringe el ejercicio de los derechos constitucionales relativos a la inviolabilidad de domicilio, libertad de tránsito p",1
Perú,2024-10-25,2024,ONU Art.4,estado de emergencia,extensión,C.N.448.2024,,C.N.448.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.448.2024-Eng.pdf,"The Secretary-General received from the Government of Peru a notification dated 25 October 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 070-2024-PCM in the province of Virú of the department of La Libertad, for a period of thirty (30) calendar days starting on 11 October 2024 through Supreme Decree No. 107-2024-PCM. (See C.N.448.2024 .TREATIES-IV.4 of 29 October 2024 for the text of the notification.)",1
Perú,2024-10-25,2024,ONU Art.4,estado de emergencia,extensión,C.N.447.2024,,C.N.447.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.447.2024-Eng.pdf,"The Secretary-General received from the Government of Peru a notification dated 25 October 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 018-2024-PCM in the province of Pataz of the department of La Libertad, for a period of thirty (30) calendar days starting on 11 October 2024 through Supreme Decree No. 108-2024-PCM. (See C.N.447.2024 .TREATIES-IV.4 of 29 October 2024 for the text of the notification.)",1
Perú,2024-10-25,2024,ONU Art.4,estado de emergencia,extensión,C.N.449.2024,,C.N.449.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.449.2024-Eng.pdf,"The Secretary-General received from the Government of Peru a notification dated 25 October 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 019-2024-PCM in the province of Trujillo of the department of La Libertad, for a period of thirty (30) calendar days starting on 11 October 2024 through Supreme Decree No. 109-2024-PCM. (See C.N.449.2024 .TREATIES-I1V.4 of 29 October 2024 for the text of the notification.)",1
Perú,2024-11-01,2024,OEA Art.27,estado de emergencia,declaración/prórroga,Decreto Supremo N* 132-2024,seguridad/crimen,7-5-M/209 y Nota No. 7-5-M/210 con sus respectivos anexos,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-224-2024.pdf,"en SA, REPRESENTACIÓN PERMANENTE DEL PERÚ ANTE LA ORGANIZACIÓN DE LOS ESTADOS AMERICANOS Nota No. 7-5-M/224 La Representación Permanente del Perú ante la Organización de los Estados Americanos saluda muy atentamente a la Honorable Secretaría de Asuntos Jurídicos- Departamento de Derecho Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que mediante Decreto Supremo N* 132-2024-PCM, publicado el 29 de noviembre de 2024, se prorroga por el término de treinta (30) días calendario, a partir del 01 de diciembre de 2024, el Estado de Emergencia declarado en el Corredor Vial Sur Apurímac-Cusco-Arequipa. La Policía Nacional del Perú mantiene el control del orden interno, con acciones de apoyo de las Fuerzas Armadas. En ese sentido, con el objeto de continuar las acciones de control del orden interno, así como garantizar los derechos constitucionales de la población a lo largo del referido Corredor Vial Sur, se restringe el ejercicio de los derechos constitucionales relativos a la libertad de tránsito por el territorio nacional, libertad de reunión y libertad y seguridad personales, comprendidos en los numerales 11), 12) y 24) literal f) del artículo 2 de la Constitución Política del Perú. La Representación Permanente del Perú ante la Organización de los Estados Americanos se vale de la oportunidad para reiterar a la Honorable Secretaría de Asuntos Jurídicos- Departamento de Derecho ",1
Perú,2024-11-05,2024,ONU Art.4,estado de emergencia,extensión,C.N.460.2024,,C.N.460.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.460.2024-Eng.pdf,"The Secretary-General received from the Government of Peru a notification dated 5 November 2024, made under article 4 (3) of the above Covenant, regarding the extension, through Supreme Decree No. 118-2024-PCM, of the state of emergency declared in Corredor Vial Sur Apurímac-Cusco-Arequipa (Apurímac-Cusco-Arequipa Southern Road Corridor), including the five hundred (500) metres adjacent to either side of the road corridor, for a period of thirty (30) calendar days starting on 1 November 2024. (See C.N.460.2024 .TREATIES-IV.4 of 7 November 2024 for the text of the notification.)",1
Chile,2024-11-06,2024,OEA Art.27,estado de excepción,declaración/prórroga,decreto supremo N*189,seguridad/crimen,236-24,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_236-24.pdf,"ante, N2 236/24 La Misión Permanente de Chile ante la Organización de Estados Americanos saluda muy atentamente a la Secretaría de Asuntos Jurídicos Departamento de Derecho Internacional- de la OEA y, de conformidad lo dispuesto en el artículo 27 de la Convención Americana sobre Derechos Humanos, informa lo siguiente: Según fuera informado mediante Nota N*175/2023, de acuerdo a lo dispuesto en el artículo 42 de la Constitución Política de la República, por decreto supremo N*189 de 2022, del Ministerio del Interior y Seguridad Pública, el Presidente de la República declaró Estado de Excepción Constitucional de Emergencia en la Región de La Araucanía y las provincias de Arauco y Biobío de la Región del Biobío. Dicho Estado de Excepción se encuentra vigente desde el 17 de mayo de 2022 y había sido prorrogado inicialmente por períodos consecutivos de 15 días, tal como fue informado mediante la referida Nota N*175/2023, y las posteriores Notas N*274/23, N*345/23; y luego por periodos consecutivos de 30 días, como fue informado mediante Notas N*69/24, N*109/24, N*160/24 y N*207/24. Con posterioridad a la remisión de la Nota N*207/24, el referido Estado de Excepción ha vuelto a ser prorrogado, con el acuerdo del Congreso Nacional, a través de los decretos supremos N*300 y N*337, ambos del Ministerio del Interior y Seguridad Pública del año 2024, que extendieron el período del estado de excepción por plazos consecutivos de 30 días, a contar del vencimiento del período previsto en las",
Perú,2024-11-09,2024,OEA Art.27,estado de emergencia,declaración/prórroga,Decreto Supremo N* 133-2024,seguridad/crimen,7-5-M/217,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-227-2024.pdf,"Se REPRESENTACIÓN PERMANENTE DEL PERÚ ANTE LA ORGANIZACIÓN DE LOS ESTADOS AMERICANOS Nota No. 7-5-M/227 La Representación Permanente del Perú ante la Organización de los Estados Americanos saluda muy atentamente a la Honorable Secretaría de Asuntos Jurídicos- Departamento de Derecho Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que mediante Decreto Supremo N* 133-2024-PCM, publicado el 30 de noviembre de 2024, se prorroga por el término de sesenta (60) días calendario, a partir del 02 de diciembre de 2024, el Estado de Emergencia declarado en algunos distritos y centros poblados de provincias pertenecientes a los departamentos de Ayacucho, Huancavelica, Junín y Cusco. Las Fuerzas Armadas del Perú mantiene el control del orden interno, con acciones de apoyo de la Policía Nacional. En ese sentido, con la finalidad que las Fuerzas Armadas puedan continuar con el despliegue de las operaciones y acciones militares dentro del área de responsabilidad del Comando Especial VRAEM (CE- VRAEM). En vista de ello, se restringe el ejercicio de los derechos constitucionales relativos a la inviolabilidad de domicilio, libertad de tránsito por el territorio nacional, libertad de reunión y libertad y seguridad personales, comprendidos en los numerales 9), 11), 12) y 24), literal f) del artículo 2 de la Constitución Política del Perú. La Representación Permanente del Perú ante la Organizac",1
Perú,2024-11-12,2024,ONU Art.4,estado de emergencia,declaración,C.N.468.2024,,C.N.468.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.468.2024-Eng.pdf,"The Secretary-General received from the Government of Peru a notification dated 28 October 2024, made under article 4 (3) of the above Covenant, regarding the declaration of a state of emergency in the Districts of Manitea and Kimbiri in the Province of La Convención (Department of Cusco), for a period of 60 calendar days by Supreme Decree No. 115-2024-PCM issued on 24 October 2024. (See C.N.468.2024 .TREATIES-IV.4 of 19 November 2024 for the text of the notification.)",1
El Salvador,2024-11-18,2024,OEA Art.27,régimen de excepción,declaración/prórroga,Decreto Legislativo No.333,seguridad/crimen,MPOEA - OEA-181/2024,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_181-2024.pdf,"MISIÓN PERMANENTE DE EL SALVADOR ANTE LA ORGANIZACIÓN DE LOS ESTADOS AMERICANOS MPOEA-OEA-181/2024 La Misión Permanente de El Salvador ante la Organización de los Estados Americanos (OEA), saluda muy atentamente a la Secretaría General de la OEA, Departamento de Derecho Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OEA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Legislativa de la República de El Salvador emitió el Decreto Legislativo No.333 “Régimen de Excepción”, publicado en el Diario Oficial No. 62, Tomo No. 434, de esa misma fecha. La Misión Permanente de El Salvador, tiene a bien notificar para los efectos correspondientes, el Decreto Legislativo No. 138 de la Asamblea Legislativa de la República de El Salvador, de fecha 5 de noviembre de 2024, publicado en el Diario Oficial No. 212, Tomo No. 445, de fecha seis, del mismo mes y año, mediante el cual se estableció prórroga del Régimen de Excepción, para la continuidad del restablecimiento del orden, la seguridad ciudadana y el control territorial. La Misión Permanente de El Salvador ante la OEA, aprovecha la oportunidad para renovar a la Secretaría General de la OEA, Departamento de Derecho Internacional, las muestras de su más alta consideración y estima. Washington, DC, 18 de noviembre del 2024. ALA SECRETARÍA GENERAL DEPARTAMENTO DE DERECHO INTERNACIONAL ORGANIZACIÓN DE LOS ESTADOS AMERICANOS WASHINGTON DC. 2308 California St. N.W., Washington, D.C., 20008",
